Time,Block #,Address,Balance,Identity A,Logo A,Identity B,Logo B
2021-10-27 19:29:53,7442691,5CRvXUKwLDzFM1u9reZ1quf14pNbsw27EZWCBxPMmpydBfYV,32378733457284,100,100,0,0
2021-10-27 19:30:02,7442703,5CRvXUKwLDzFM1u9reZ1quf14pNbsw27EZWCBxPMmpydBfYV,32378733457284,100,100,0,0
2021-10-27 19:30:09,7442712,5CRvXUKwLDzFM1u9reZ1quf14pNbsw27EZWCBxPMmpydBfYV,32378733457284,100,100,0,0
2021-10-27 19:31:40,7442844,5HjZCeVcUVpThHNMyMBMKqN5ajph9CkDmZhn9BK48TmC3K4Y,10845999986,50,50,50,50
2021-10-27 19:31:50,7442857,5CkuDJdN1o9gd2SiNBLKFmQaTXrv7y9qBHgoGviUhGAiQe7i,3745156314818,75,100,25,0
2021-10-27 19:33:08,7442966,5HJvVQcK2KQo1U68h1UGWwiBFbpqxRawqzEARkiSvPFfgfgd,10020000000000,100,0,0,100
2021-10-27 19:37:20,7443323,5CDFBYR8g2arcRhUjKy6voMCuYBdqM19B2qK425qAARHLf3D,1076700000000,0,100,100,0
2021-10-27 19:37:25,7443330,5Fnsj7H82GEKSmouvbaJCd4nGBWHdLzLxjaem4ZL3t4NaDBe,12381732343911,75,100,25,0
2021-10-27 19:39:26,7443501,5Cto8eoXrwHhLS5oiovtTxAqqVGvWZAZs322fbGmWPSoBgpg,28484999861,100,0,0,100
2021-10-27 19:39:32,7443511,5F9EmNA8jSLkhYWgcu6Ci9oirajKpdVBXqGVP5vwe9Cw8SwR,17005815885055,100,0,0,100
2021-10-27 19:39:32,7443580,5GKhPNXQ3HEqF1YRmmz6xTL4UH2H2njQQpSdxDjcUzWAznG3,14843999986,100,0,0,100
2021-10-27 19:40:27,7443587,5GKhPNXQ3HEqF1YRmmz6xTL4UH2H2njQQpSdxDjcUzWAznG3,14843999986,100,0,0,100
2021-10-27 19:40:51,7443621,5Fj8wa979uh6QpeC393oUr5tqE8df1YTmuNDPAfDEwcJoeEx,2659466480110,100,0,0,100
2021-10-27 19:41:06,7443642,5CRvXUKwLDzFM1u9reZ1quf14pNbsw27EZWCBxPMmpydBfYV,32378733457284,100,100,0,0
2021-10-27 19:43:27,7443839,5EEcwapss8y4W7ir7afQoFTHfeDhxXGZCDmGYX66SrNi37AW,30667858844732,100,100,0,0
2021-10-27 19:43:29,7443843,5HVbvK6yn3rknaeo5JYUxfgEf4bmzUBRxGVzU5xuSNLsAfuy,2372079076608,100,100,0,0
2021-10-27 19:43:44,7443865,5HAhQVnDuamqYpE5NYGszG9Bmt5nYsTb9odmmXHDMi5sLfaC,1521214483413,100,0,0,100
2021-10-27 19:43:54,7443880,5EVbQ3JRULp7oPL7pGBKiSb7FWJyktdWcy5VE7xqqVhbcdZW,1369631304670,0,0,100,100
2021-10-27 19:44:25,7443924,5HHV1YT8ifEGHhjRbCphVFSdQJ9MZRYkSGm2Qa8BwizSZ3dc,14806760000,0,100,100,0
2021-10-27 19:44:29,7443930,5H4EpDhs6dv46iwLTSXQ2W6SeA6MBHLz3gRSE79QKW8npZ4a,4517117212564,100,100,0,0
2021-10-27 19:44:32,7443934,5H4D6bhzQ8fLC9hAwpWFo9iMA2tbHXg4E6bt5amS1RhaA16V,15422156235451,0,75,100,25
2021-10-27 19:44:59,7443971,5HNKteiQdM7jQyASxjBfbCoDX4TSv5cx5Shg6USqTJLoqfBV,112555534069,100,100,0,0
2021-10-27 19:45:21,7444002,5CRvXUKwLDzFM1u9reZ1quf14pNbsw27EZWCBxPMmpydBfYV,32378733457284,100,100,0,0
2021-10-27 19:45:34,7444020,5CRvXUKwLDzFM1u9reZ1quf14pNbsw27EZWCBxPMmpydBfYV,32378733457284,100,100,0,0
2021-10-27 19:45:46,7444038,5GBw5o91TwwLwpj24ucJimWZhpg9bc5W9mBTMERjiaYYsENd,4242614486133,0,100,100,0
2021-10-27 19:45:56,7444052,5D7YxCNiMM75yPq4SkkuPhVMMKAxuQCkZrH4zdv7j2oeFYMj,13589000000,100,0,0,100
2021-10-27 19:46:20,7444085,5F7ajsgSMLdU7xtHraV5PJuogFRok3ipD2i93UFjJykzoqEb,73601100956,0,100,100,0
2021-10-27 19:46:27,7444096,5F7ajsgSMLdU7xtHraV5PJuogFRok3ipD2i93UFjJykzoqEb,73601100956,25,50,75,50
2021-10-27 19:47:15,7444141,5FbbLV7w8Mcxjw1w268yajQFMRkqbFuHFj2yrzMqwcNZfcji,40737399994,0,100,100,0
2021-10-27 19:47:28,7444158,5FLRwuhcsdzGWcLW5CdWmbyUktR99RyeFyNfgmS7ymb4sj7H,17826599902,0,100,100,0
2021-10-27 19:47:38,7444172,5FeDmTJHozDrHR8aK2kUMUTBqmzwVoX4xdkBQx5BaSLyAK1G,20000000000,0,100,100,0
2021-10-27 19:47:44,7444181,5F7ajsgSMLdU7xtHraV5PJuogFRok3ipD2i93UFjJykzoqEb,73601100956,0,75,100,25
2021-10-27 19:47:50,7444189,5CzSYuGT8kWAgR1KUkKD6cietBedTBNtqX5RghPA1eXiM5yB,8385501716641,0,100,100,0
2021-10-27 19:47:51,7444191,5Cqxuwyoi2LNkUYRmdwSBhkJNubhmfeeRzV12mLNtKY84saS,580175838300,25,75,75,25
2021-10-27 19:47:58,7444200,5ED2JFu8t9wHdiWUTxBRGnNzrk9fnBnCnQ1AMrqWhPghrA75,803302000000,50,100,50,0
2021-10-27 19:48:01,7444204,5F99ZVYg7XSauDKgEDFtbbQ8tJbp9EZv1NirqYZQHwsV9jwP,88354000000,50,50,50,50
2021-10-27 19:48:03,7444207,5GpCZLskhNWozDGBbBCdAGjjoHxBncdtLiYAwgRZN78PTHZb,2632289735100,0,100,100,0
2021-10-27 19:48:17,7444228,5FF6KEDwmLNtAxcAHGc6Kitu6xhYQMKTzMjYeRhea2fG9ces,969551999938,0,100,100,0
2021-10-27 19:49:43,7444346,5F2BgqJP5zyRSiy12jgT9kBvEjyWNUdkdKoycNcv4emisafV,3267483651865,100,75,0,25
2021-10-27 19:52:13,7444392,5Guc6TyNGas58QvtbdxaxKkZtGFLodNHLNNf9adqmKZfS6no,3297365483600,100,75,0,25
2021-10-27 19:53:32,7444405,5FLR8GVFCNAVwqeWvb25vqEdHzebgGNNCivjuoAQ9sQb3JFb,267822922000,25,100,75,0
2021-10-27 19:54:44,7444417,5CXHVr32PQisKUsPkZkrjT1tiU2pnkkjQUmyX4gHknEouHgn,65632999986,0,50,100,50
2021-10-27 19:55:37,7444426,5CXHVr32PQisKUsPkZkrjT1tiU2pnkkjQUmyX4gHknEouHgn,65632999986,25,25,75,75
2021-10-27 20:09:14,7444562,5CDqYKkAUan7pzbzNw81NAd1BCNYPk8ryZjahrqXyfmaLrf1,11150769174,50,50,50,50
2021-10-27 20:09:55,7444569,5CDqYKkAUan7pzbzNw81NAd1BCNYPk8ryZjahrqXyfmaLrf1,11150769174,0,100,100,0
2021-10-27 20:25:33,7444724,5HmNg7pkCwChMrxUNpdhsUTntkTNoU22S2cWJDQtCiJcDc7w,125702999900,50,50,50,50
2021-10-27 20:26:39,7444735,5DodrUJxJK5TKjrc8CKa3B4gYj7kW5yZEhB57biwFAq6U72u,13153999916,50,50,50,50
2021-10-27 20:27:09,7444740,5DodrUJxJK5TKjrc8CKa3B4gYj7kW5yZEhB57biwFAq6U72u,13153999916,0,50,100,50
2021-10-27 20:27:13,7444741,5DodrUJxJK5TKjrc8CKa3B4gYj7kW5yZEhB57biwFAq6U72u,13153999916,0,50,100,50
2021-10-27 20:27:38,7444745,5DodrUJxJK5TKjrc8CKa3B4gYj7kW5yZEhB57biwFAq6U72u,13153999916,50,50,50,50
2021-10-27 20:27:43,7444746,5GeG5RtNmT4M9gQGZm2TYc9JgoPYQ8EsyAi1q84u6R7HxVby,28000000000,100,100,0,0
2021-10-27 20:27:43,7444746,5HYsQKXAVLFNDvWEuGpew4QW6F7ZyjLECrTWURZBQSFi3hnR,887662361629,50,100,50,0
2021-10-27 20:28:31,7444754,5DodrUJxJK5TKjrc8CKa3B4gYj7kW5yZEhB57biwFAq6U72u,13153999916,50,75,50,25
2021-10-27 20:28:37,7444755,5GuMTcvkMBr7qVx2soxmiBTNh98c6vPznt8evkA5Rne2tvY2,597112280000,100,100,0,0
2021-10-27 20:28:43,7444756,5DodrUJxJK5TKjrc8CKa3B4gYj7kW5yZEhB57biwFAq6U72u,13153999916,0,0,100,100
2021-10-27 20:29:07,7444760,5CLkrXigJwxariohwLGSrgydXxZTsdEbsa7kNe1ub39yU2r6,49089000000,100,100,0,0
2021-10-27 20:30:01,7444769,5EhRY8uNSXEjBro3CEY3EX8JuyZheGQ9x9ewhddVgVyKH1q3,286209599614,100,100,0,0
2021-10-27 20:30:42,7444774,5HQQDQhnfimT6gQVvJDtsvGWEMdcVVvgcxyq7deLMnhsRQ9D,568623086700,50,50,50,50
2021-10-27 20:31:02,7444779,5DodrUJxJK5TKjrc8CKa3B4gYj7kW5yZEhB57biwFAq6U72u,13153999916,0,75,100,25
2021-10-27 20:31:14,7444781,5HQQDQhnfimT6gQVvJDtsvGWEMdcVVvgcxyq7deLMnhsRQ9D,568623086700,100,100,0,0
2021-10-27 20:31:26,7444783,5Gv79AYTHJRTph7zBLZLkFjMXUcirGyn9mVhdBD7rgvFjkcP,150589000000,0,100,100,0
2021-10-27 20:32:07,7444790,5FRqUhdH572xcx5XmjkxULRHNqdgzgvu7a23U4fxr9Nxyj9S,18940051584,50,50,50,50
2021-10-27 20:33:43,7444806,5H9UwFw9CXBEbSR2qZjYzkZejw6g2jdXYKhwiuiETSJ6N8pu,26775077457400,0,50,100,50
2021-10-27 20:34:03,7444809,5DwCPG4irEKLnTRVVdB8VhRg1TB8JLnHiwgScyMynNyf95B8,67109886400,100,100,0,0
2021-10-27 20:34:43,7444816,5DD2YavJ7PVveoXP1fyzkwSzrPAANSB8TY1Fgju5hHYHRLp3,248589000000,100,100,0,0
2021-10-27 20:34:50,7444817,5EUrkDW6McQdTxwGEzGu1YUUtzVQxEeMweKKFjVPzs5GwC4Q,41740825786,0,100,100,0
2021-10-27 20:35:13,7444820,5GGwBVxE5mUg59mesHL9j2SqAQ3A6GKPpUsuBH3uF2yXZE4v,74558907432,0,100,100,0
2021-10-27 20:35:38,7444824,5HHJPnZbhKUQpTujJnUXbaByj6APmzAJzxv9kpuYb1AJssEh,22070000000,0,75,100,25
2021-10-27 20:36:01,7444828,5D81SxYexYiwkkY6t5zfPj7s2FkvHvesX1e5XzYAcjkzoTms,1570645400262,0,100,100,0
2021-10-27 20:36:07,7444829,5HHJPnZbhKUQpTujJnUXbaByj6APmzAJzxv9kpuYb1AJssEh,22070000000,0,75,100,25
2021-10-27 20:36:37,7444834,5Gh9cvrB8EMw1AWig9x4Rbcw824ZfTAiAfNLwr6zzC3CEWtL,10357787965800,0,100,100,0
2021-10-27 20:36:43,7444835,5HpLfocD1n9ijKt6iUM9eQxf69pyg74dfjZVyhn7znLDHZtg,75589000000,0,100,100,0
2021-10-27 20:36:43,7444835,5HpLfocD1n9ijKt6iUM9eQxf69pyg74dfjZVyhn7znLDHZtg,75589000000,0,100,100,0
2021-10-27 20:37:13,7444840,5F9App8bdi5QuHPBHUx8ZvdtKkBoEdJq2QuZ9SUJEDY79FNw,75589000000,0,100,100,0
2021-10-27 20:37:49,7444846,5FbtZ2oRfw9H3oA6xxKDhssj5uJiBt4S6Brg7Kb94Hxg4cJc,25432999986,0,100,100,0
2021-10-27 20:38:49,7444856,5CQFFseAKEtZeskT5HUE9aCZa4dcwx4WyusXRoHX4v14bFr2,19589000000,50,50,50,50
2021-10-27 20:39:01,7444858,5HEBXSDhTV8EHQagpgYRRuAdsFao5iF7K742Uvne3jRxnMCU,47901227170208,0,100,100,0
2021-10-27 20:39:08,7444859,5G19U7rxD79PUXJYuJ2zgCH9ESj6j1RKUsD3k3845eTj3uMY,18721399970,50,100,50,0
2021-10-27 20:40:15,7444870,5GTaAkAN7qURQHwtHMLgtBfj4LmZo1cnGKR75xLv6AmrYuiC,145359431999986,0,100,100,0
2021-10-27 20:40:15,7444870,5GTaAkAN7qURQHwtHMLgtBfj4LmZo1cnGKR75xLv6AmrYuiC,145359431999986,0,100,100,0
2021-10-27 20:40:45,7444875,5DvW837eiQpRbSEqtpaefiu5wS5rUVuiL2YVPzAKUtcYcjR9,16301999887,0,100,100,0
2021-10-27 20:40:55,7444877,5GNv53ixL9mmsndsiax39woYmkHTJzUq1h7Q19Q38qwAhJBs,15520754386237,0,100,100,0
2021-10-27 20:40:56,7444877,5GNv53ixL9mmsndsiax39woYmkHTJzUq1h7Q19Q38qwAhJBs,15520754386237,0,100,100,0
2021-10-27 20:41:37,7444884,5GQyp4vB2RzWsRPqA4UMzYfNNbRiM2P82CYtR68BUf52FGBx,14308232340,0,100,100,0
2021-10-27 20:41:43,7444885,5HMsXU63jEuAW9AWTauUj4tVZUMChzRWQeoA3WRDx9QJVvDk,19089000000,100,100,0,0
2021-10-27 20:41:43,7444885,5ChaahFX2gStur5dxf1eBy9K6KCqJjyx9UobTt9ccXBf31Kc,1257091436931,100,0,0,100
2021-10-27 20:43:21,7444901,5D7RziL6gVm2g8KhenE8Fr9bMRsUKBQ45kV7MYnfCoHVHAW4,99089000000,75,75,25,25
2021-10-27 20:43:25,7444902,5CQkoK2VoNe1keBAjCuB2gjsqta1jovvX13vccA1Wpnxefgp,1226421039960,0,100,100,0
2021-10-27 20:43:37,7444904,5DEtUcgYjq6H6LoQEUbAvLaztqfmNXJph23dwTC3TUg7gWqc,19089000000,0,100,100,0
2021-10-27 20:43:37,7444904,5DEtUcgYjq6H6LoQEUbAvLaztqfmNXJph23dwTC3TUg7gWqc,19089000000,0,100,100,0
2021-10-27 20:43:56,7444907,5How4kduXGT31qNv2GB8PA1q9oTvJmKqWk1pXoSPqRqfrzc3,32573000000,0,100,100,0
2021-10-27 20:44:13,7444910,5How4kduXGT31qNv2GB8PA1q9oTvJmKqWk1pXoSPqRqfrzc3,32573000000,0,100,100,0
2021-10-27 20:44:19,7444911,5FpysmoxwVqMFj2avEzZTwCmPgDMpikJZCdKCtpbsJktz8Bj,1216727282552,75,25,25,75
2021-10-27 20:44:20,7444911,5FpysmoxwVqMFj2avEzZTwCmPgDMpikJZCdKCtpbsJktz8Bj,1216727282552,75,25,25,75
2021-10-27 20:44:53,7444915,5EpuuKDUshcayPXCsFGH5MyvaEQHQVLiFUajXDzAuQr1P6uz,4579108583373,25,100,75,0
2021-10-27 20:45:19,7444921,5EA4w4ZW9WmbY32EPXY8SMfCJz18KTVAjgtMrdTq9EZnthAe,29549000000,100,0,0,100
2021-10-27 20:45:32,7444923,5ChWkSBdNh47JH6Lw3CeFdmtZk16DWEe3XWRU4wDyooqqUmU,20284400028,0,100,100,0
2021-10-27 20:45:55,7444927,5EhXPqbrksHnhM72ECyMA8E6deyq6pRiMLHE1DpS927mw8Kb,13682999769,0,100,100,0
2021-10-27 20:46:19,7444931,5EpuuKDUshcayPXCsFGH5MyvaEQHQVLiFUajXDzAuQr1P6uz,4579108583373,25,100,75,0
2021-10-27 20:46:26,7444932,5HGUByxcNd7ogYbMb5QmVhHm81vjt1VxCPoNjDXdcBrMVFQw,46001037800,75,75,25,25
2021-10-27 20:46:31,7444933,5ERoHbtCoftRDJoZfZkDz9Lj986mUZkmhuwvoPuNKEoQZ6dC,99500000000,0,75,100,25
2021-10-27 20:46:43,7444935,5D7JfYcM6vcqAeWa1Y8jjzhSYgepotfMZro4RycWfTtgn9kM,14206379886,0,100,100,0
2021-10-27 20:46:57,7444937,5CSdn7AqzF38hdFkqeiw29pjXhg3EYtTynwadK6DLw2bYPRu,10120999958,100,100,0,0
2021-10-27 20:46:57,7444937,5CSdn7AqzF38hdFkqeiw29pjXhg3EYtTynwadK6DLw2bYPRu,10120999958,100,100,0,0
2021-10-27 20:47:20,7444941,5ExmrskseFs2CCMEesYQXZjrPQpHkbNQNY5Hn8o9xtcmrZMv,1511389000000,0,100,100,0
2021-10-27 20:47:27,7444942,5G3ni94oTsycqUzPUqV8hS94Y695tbjq2fiyBCPnuoSgLTAe,13589000000,100,100,0,0
2021-10-27 20:47:27,7444942,5G3ni94oTsycqUzPUqV8hS94Y695tbjq2fiyBCPnuoSgLTAe,13589000000,100,100,0,0
2021-10-27 20:47:31,7444943,5GVsq25KXktAGcdkAyx5Z3SUNsXk7Zv8ZFRoEWJsqvdmMtin,4961408984280,100,0,0,100
2021-10-27 20:48:07,7444949,5F4D5PCmFjeufoB4F5c1mUHjSLLce8JJ5AYK4ZRGZyUE2W2y,25004032900,0,100,100,0
2021-10-27 20:48:25,7444952,5F76tCucv4HfqjdEjtsXtBUW2os5fdxEPNoyhh98MAYRgupW,22226999972,0,100,100,0
2021-10-27 20:51:05,7444977,5Fgfk4ztvZu4cujcf5nEDWWHHnV33c3DZ3g5Z2ZkXfh1L5wW,225171571347497,0,100,100,0
2021-10-27 20:51:51,7444985,5FTh6uNyHBuEiKc5Kmmz384CV3742fvkCGYDU7wMcGWnsezf,14389000000,0,100,100,0
2021-10-27 20:53:13,7444999,5HNpf9ydo2C2TFBS1frahQeNDVdG2QABGckGsBNKxPq44Mgb,1564874703854,25,75,75,25
2021-10-27 20:53:14,7444999,5HNpf9ydo2C2TFBS1frahQeNDVdG2QABGckGsBNKxPq44Mgb,1564874703854,25,75,75,25
2021-10-27 20:53:25,7445001,5ENzsgHMvAajUKhMUTK1FRJSUHL47zfRaUVgi8jEmgexeZk7,5146584659700,100,100,0,0
2021-10-27 20:53:37,7445003,5GeFDARSzb3R2Xb6kLJeLUE9K3mEnersAMc2dSD418DoeMJM,14349000000,0,100,100,0
2021-10-27 20:53:43,7445004,5GusxFoUHEH1fU6uiciKzZv25QP9MdCZ6tuJBGpPXsWyfMib,63992077044,0,100,100,0
2021-10-27 20:53:50,7445005,5DqNVn2X5Sb4V61jDU15FQqSJdYAm9ZZw3XLccQTFX9vAmFd,645018414600,0,75,100,25
2021-10-27 20:54:25,7445011,5DaDbXJD3ihWJYATJ1AGSDDvSPFeQ46jSwEDcF4fJcJS9mGW,200008359956,100,100,0,0
2021-10-27 20:54:32,7445012,5DvfgtvZYpjyuNDeJr8fP2mF7HstciCETMp8GRJTkKRjLWBf,12049000000,75,75,25,25
2021-10-27 20:54:49,7445015,5EfPa7fSRwStvbiSWqe7ybQSbgQse8693YC5EvKySkDeHkuV,963316142901,100,100,0,0
2021-10-27 20:54:57,7445016,5HpHHF6izhNbZTdwhzkGusBqzd3rhTcct47NqMQgqXWCMoXj,114589000000,100,100,0,0
2021-10-27 20:55:03,7445017,5HVtXtkZNoSDBQ7ni6XZr9h3TEimR3pu8CWGu8TM5Q8m6uxq,11892999986,75,75,25,25
2021-10-27 20:55:07,7445018,5CMNDiExxKHpFEhUA4pCSJSApuzeCM7k33uCiRAW1noC2uBz,115000000000,100,100,0,0
2021-10-27 20:55:19,7445020,5Ejevs3vjGnzVs5nkY6dMYM3ZtmMjVoyuSMYZ8p1cBrMjj7N,99089000000,75,100,25,0
2021-10-27 20:55:32,7445022,5F1VPzN26ydiLX2nXFxzFJ4YrCKxm2WJByfvG4HTcUkDke1H,463190610672665,0,100,100,0
2021-10-27 20:55:37,7445023,5F55HDBQAoyUHDXETRCpP3eDgQnc5DHKAZPabafXQ1WK7JeJ,999549000000,0,100,100,0
2021-10-27 20:56:08,7445028,5H3EkvY8hiGNqXT7FizTVLvEpDKJJKZ74mwYwz3Kg2eMDryy,11688952515,75,100,25,0
2021-10-27 20:56:19,7445030,5EXY6invtk3izdu17NVHr97trLNi1e178MYq54nCfAUeURYg,41047607235,100,75,0,25
2021-10-27 20:56:44,7445034,5H3uahCrE6L6cCN7j6KqQiHE6LBvUPEPruVxbkZNxqzaY1hw,2921759563746,0,100,100,0
2021-10-27 20:56:55,7445036,5Dvhm5z2wRoqEqn9XhK1xiBmgzhuBpE11GYgidk5biy53u8P,1395086305914,0,100,100,0
2021-10-27 20:57:44,7445044,5EcP32AXwc1WK9DakZpWcJzPcvEmyJRds77ZT5ARnaqJRdGb,49700000000,0,100,100,0
2021-10-27 20:58:15,7445049,5GsBVTWm7ZPX7eT45yLv8VzD7jztRSfNn4ChYFtQmmboMheM,546474605494349,0,100,100,0
2021-10-27 21:00:01,7445067,5CkxdSm944GNWkfoGCnrtob2yFQ727yrEAsrSNELKR6KWPaX,19716999964,75,100,25,0
2021-10-27 21:00:07,7445068,5GGtdYqW3pWGw1tHbKyoGWyPsnzUZpV9fLyDUf4cUbo1Mpku,10417399984,100,100,0,0
2021-10-27 21:01:19,7445079,5CapxLbe2TfbEpdidWuYa29ggWTJdxcgWcAAbJBsbNADWvXA,18636999970,0,0,100,100
2021-10-27 21:02:02,7445086,5FhmJd4hHG9dRc7btDJFKUmBymC7tgZQmRj9RDDj2VyEW8dW,98989000000,0,50,100,50
2021-10-27 21:02:19,7445089,5GgXVvQ7Yqt441bmkFEyMCmmtBP5DtLXBgWyySwubzQcsxWm,5148178694385,25,75,75,25
2021-10-27 21:03:09,7445096,5C7tDynQ84renzhdsneL5zdwvrLTQB32McmuzRFJyriEFKx3,8688962476364,0,100,100,0
2021-10-27 21:04:14,7445108,5GQddDDyTDgoiDaM4jT6cPJztWotSD6qpuHNBp3uPR59teRr,3001184999873,0,100,100,0
2021-10-27 21:04:25,7445109,5D2nRS23sF6FhENBG9MsvM5HXoVXJPF2miNzmxkh8j6VD4Lu,2.03836E+15,0,100,100,0
2021-10-27 21:06:25,7445130,5GT6iYHviUTE86qpxjxqsNnNDuDVJyXSp6vSffqxqkCFb2ox,3277816101671,100,100,0,0
2021-10-27 21:08:07,7445147,5DV2MqtiuYYGdt1UyBLcpHcsMeZ7Jpe2ETGobk164QgH7HpR,14103900000,100,0,0,100
2021-10-27 21:09:08,7445156,5DV2MqtiuYYGdt1UyBLcpHcsMeZ7Jpe2ETGobk164QgH7HpR,14103900000,100,0,0,100
2021-10-27 21:10:55,7445174,5DyBYy8dPGJTE1hDCHZFU6ZyjkCHrDEhfKExqVz5zgscPay7,1584120999957,0,100,100,0
2021-10-27 21:10:55,7445174,5DyBYy8dPGJTE1hDCHZFU6ZyjkCHrDEhfKExqVz5zgscPay7,1584120999957,0,100,100,0
2021-10-27 21:12:08,7445186,5HH1Azw13RECHmi2eLYzQy7VYEHMZAnMBXShZnj6Fx359Ms7,1509843999986,0,100,100,0
2021-10-27 21:12:25,7445189,5EniYreQUbU35W6yD9iLuCYDjPi4LbCTaiMnbvQJMRy5Fux8,63367428885296,0,0,100,100
2021-10-27 21:12:43,7445192,5GhCgvZ4MnwXCQ4zcPaAj5KQb455m6uYethxZRv52mShzFGT,12069028121,0,100,100,0
2021-10-27 21:12:49,7445193,5CaSoDdgf99x2nj5hutQhVjViKn5tEQerw7JFKPmxA7WzzuJ,7747996643954,0,100,100,0
2021-10-27 21:13:23,7445197,5FCecj2R49WuzUWLEjvDFig5NXEP7X5ywBrFfsx5hzqbvRr6,1295047092937,0,0,100,100
2021-10-27 21:14:07,7445204,5GWmZ7fKqbiRU6uAnY1U2AwUuUVn4iC8eFF8CfZaqqWZs6Lz,117165855500,0,100,100,0
2021-10-27 21:14:19,7445207,5EXGHTXipM5hRET1vCaWHHfCLXdaaGfso941s39gh544ZFJ2,11309341930,0,100,100,0
2021-10-27 21:15:25,7445218,5GLRqXCdVijyp9wQkHqKJBVSwpje19YaNJXGXUKiyvBvCscY,166247999970,25,100,75,0
2021-10-27 21:16:14,7445226,5DFzv4ejFxyLwCpDGhmQzzugGFi5DANk7xX2xdDkEJWoqEG5,12689999970,0,100,100,0
2021-10-27 21:17:07,7445235,5DFGZq1FvGL6XWAheZnVYWUwf4f6xTmyTZWfdmPjEJ2ff6Gk,1261854510837,75,25,25,75
